entry,at,order
"""Haoyang Zhang @ QntlFAl8Rf"" chooses to not run it twice.",2023-02-17T18:47:25.253Z,1.68E+14
"""teddy @ kOMtSCwNxC"" chooses to  run it twice.",2023-02-17T18:47:24.309Z,1.68E+14
Remaining players decide whether to run it twice.,2023-02-17T18:47:22.832Z,1.68E+14
"""dere @ IB1rRLac0F"" folds",2023-02-17T18:47:22.832Z,1.68E+14
"""teddy @ kOMtSCwNxC"" raises to 29.30 and go all in",2023-02-17T18:47:21.943Z,1.68E+14
"""dere @ IB1rRLac0F"" calls 1.20",2023-02-17T18:47:18.481Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" raises to 1.20 and go all in",2023-02-17T18:47:17.449Z,1.68E+14
"""teddy @ kOMtSCwNxC"" posts a big blind of 0.08",2023-02-17T18:47:13.719Z,1.68E+14
"""dere @ IB1rRLac0F"" posts a small blind of 0.04",2023-02-17T18:47:13.719Z,1.68E+14
"Player stacks: #1 ""dere @ IB1rRLac0F"" (73.50) | #2 ""teddy @ kOMtSCwNxC"" (29.30) | #9 ""Haoyang Zhang @ QntlFAl8Rf"" (1.20)",2023-02-17T18:47:13.719Z,1.68E+14
"-- starting hand #82 (id: yfmehckqaswm)  (No Limit Texas Hold'em) (dealer: ""Haoyang Zhang @ QntlFAl8Rf"") --",2023-02-17T18:47:13.719Z,1.68E+14
-- ending hand #81 --,2023-02-17T18:47:07.716Z,1.68E+14
"""teddy @ kOMtSCwNxC"" collected 2.40 from pot with Pair, 7's (combination: 7♥, 7♠, Q♣, J♥, 9♣)",2023-02-17T18:47:07.716Z,1.68E+14
"""teddy @ kOMtSCwNxC"" shows a 9♣, 7♥.",2023-02-17T18:47:07.716Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" collected 1.20 from pot with Pair, Q's (combination: Q♥, Q♣, J♥, 8♣, 7♠)",2023-02-17T18:47:07.716Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" shows a Q♥, 6♦.",2023-02-17T18:47:07.716Z,1.68E+14
"Uncalled bet of 3.60 returned to ""teddy @ kOMtSCwNxC""",2023-02-17T18:47:07.716Z,1.68E+14
"""dere @ IB1rRLac0F"" folds",2023-02-17T18:47:06.872Z,1.68E+14
"""teddy @ kOMtSCwNxC"" bets 3.60",2023-02-17T18:47:04.770Z,1.68E+14
"""dere @ IB1rRLac0F"" checks",2023-02-17T18:47:01.869Z,1.68E+14
"River: J♥, 7♠, 4♣, Q♣ [8♣]",2023-02-17T18:47:00.157Z,1.68E+14
"""dere @ IB1rRLac0F"" calls 1.20",2023-02-17T18:46:59.335Z,1.68E+14
"""teddy @ kOMtSCwNxC"" bets 1.20",2023-02-17T18:46:58.190Z,1.68E+14
"""dere @ IB1rRLac0F"" checks",2023-02-17T18:46:55.057Z,1.68E+14
"Turn: J♥, 7♠, 4♣ [Q♣]",2023-02-17T18:46:53.710Z,1.68E+14
"""teddy @ kOMtSCwNxC"" checks",2023-02-17T18:46:52.896Z,1.68E+14
"""dere @ IB1rRLac0F"" checks",2023-02-17T18:46:51.533Z,1.68E+14
"Flop:  [J♥, 7♠, 4♣]",2023-02-17T18:46:50.508Z,1.68E+14
"""teddy @ kOMtSCwNxC"" calls 0.40",2023-02-17T18:46:49.698Z,1.68E+14
"""dere @ IB1rRLac0F"" calls 0.40",2023-02-17T18:46:48.739Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" raises to 0.40 and go all in",2023-02-17T18:46:46.821Z,1.68E+14
"""teddy @ kOMtSCwNxC"" calls 0.08",2023-02-17T18:46:42.118Z,1.68E+14
"""dere @ IB1rRLac0F"" posts a big blind of 0.08",2023-02-17T18:46:40.851Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" posts a small blind of 0.04",2023-02-17T18:46:40.851Z,1.68E+14
"Player stacks: #1 ""dere @ IB1rRLac0F"" (75.10) | #2 ""teddy @ kOMtSCwNxC"" (28.50) | #9 ""Haoyang Zhang @ QntlFAl8Rf"" (0.40)",2023-02-17T18:46:40.851Z,1.68E+14
"-- starting hand #81 (id: p77hu8qeduay)  (No Limit Texas Hold'em) (dealer: ""teddy @ kOMtSCwNxC"") --",2023-02-17T18:46:40.851Z,1.68E+14
-- ending hand #80 --,2023-02-17T18:46:34.845Z,1.68E+14
"""teddy @ kOMtSCwNxC"" shows a 2♣, 4♣.",2023-02-17T18:46:34.845Z,1.68E+14
"""dere @ IB1rRLac0F"" collected 7.56 from pot with Pair, 3's (combination: 3♦, 3♥, A♠, K♥, 6♣)",2023-02-17T18:46:34.845Z,1.68E+14
"""dere @ IB1rRLac0F"" shows a 3♦, 3♥.",2023-02-17T18:46:34.845Z,1.68E+14
"""dere @ IB1rRLac0F"" checks",2023-02-17T18:46:33.940Z,1.68E+14
"""teddy @ kOMtSCwNxC"" checks",2023-02-17T18:46:31.212Z,1.68E+14
"River: 5♣, 2♥, 6♣, K♥ [A♠]",2023-02-17T18:46:28.439Z,1.68E+14
"""dere @ IB1rRLac0F"" calls 2.52",2023-02-17T18:46:27.558Z,1.68E+14
"""teddy @ kOMtSCwNxC"" bets 2.52",2023-02-17T18:46:26.511Z,1.68E+14
"Turn: 5♣, 2♥, 6♣ [K♥]",2023-02-17T18:46:22.828Z,1.68E+14
"""dere @ IB1rRLac0F"" calls 0.84",2023-02-17T18:46:21.926Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" folds",2023-02-17T18:46:21.042Z,1.68E+14
"""teddy @ kOMtSCwNxC"" bets 0.84",2023-02-17T18:46:18.748Z,1.68E+14
"Flop:  [5♣, 2♥, 6♣]",2023-02-17T18:46:14.300Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" calls 0.28",2023-02-17T18:46:13.465Z,1.68E+14
"""teddy @ kOMtSCwNxC"" calls 0.28",2023-02-17T18:46:12.273Z,1.68E+14
"""dere @ IB1rRLac0F"" raises to 0.28",2023-02-17T18:46:05.376Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" posts a big blind of 0.08",2023-02-17T18:46:02.606Z,1.68E+14
"""teddy @ kOMtSCwNxC"" posts a small blind of 0.04",2023-02-17T18:46:02.606Z,1.68E+14
"Player stacks: #1 ""dere @ IB1rRLac0F"" (71.18) | #2 ""teddy @ kOMtSCwNxC"" (32.14) | #9 ""Haoyang Zhang @ QntlFAl8Rf"" (0.68)",2023-02-17T18:46:02.606Z,1.68E+14
"-- starting hand #80 (id: mkl162omgbhi)  (No Limit Texas Hold'em) (dealer: ""dere @ IB1rRLac0F"") --",2023-02-17T18:46:02.606Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" shows a 6♣, 8♥.",2023-02-17T18:45:59.897Z,1.68E+14
"""dere @ IB1rRLac0F"" shows a 3♥, J♦.",2023-02-17T18:45:57.139Z,1.68E+14
-- ending hand #79 --,2023-02-17T18:45:55.201Z,1.68E+14
"""teddy @ kOMtSCwNxC"" collected 0.72 from pot",2023-02-17T18:45:55.201Z,1.68E+14
"Uncalled bet of 0.72 returned to ""teddy @ kOMtSCwNxC""",2023-02-17T18:45:55.201Z,1.68E+14
"""dere @ IB1rRLac0F"" folds",2023-02-17T18:45:54.360Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" folds",2023-02-17T18:45:52.676Z,1.68E+14
"""teddy @ kOMtSCwNxC"" raises to 0.96",2023-02-17T18:45:51.523Z,1.68E+14
"""dere @ IB1rRLac0F"" bets 0.24",2023-02-17T18:45:48.551Z,1.68E+14
"Turn: A♠, 2♥, 5♥ [3♦]",2023-02-17T18:45:45.390Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" checks",2023-02-17T18:45:44.587Z,1.68E+14
"""teddy @ kOMtSCwNxC"" checks",2023-02-17T18:45:43.433Z,1.68E+14
"""dere @ IB1rRLac0F"" checks",2023-02-17T18:45:42.464Z,1.68E+14
"Flop:  [A♠, 2♥, 5♥]",2023-02-17T18:45:40.640Z,1.68E+14
"""teddy @ kOMtSCwNxC"" checks",2023-02-17T18:45:39.811Z,1.68E+14
"""dere @ IB1rRLac0F"" calls 0.08",2023-02-17T18:45:37.899Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" calls 0.08",2023-02-17T18:45:36.094Z,1.68E+14
"""teddy @ kOMtSCwNxC"" posts a big blind of 0.08",2023-02-17T18:45:33.180Z,1.68E+14
"""dere @ IB1rRLac0F"" posts a small blind of 0.04",2023-02-17T18:45:33.180Z,1.68E+14
"Player stacks: #1 ""dere @ IB1rRLac0F"" (71.50) | #2 ""teddy @ kOMtSCwNxC"" (31.74) | #9 ""Haoyang Zhang @ QntlFAl8Rf"" (0.76)",2023-02-17T18:45:33.180Z,1.68E+14
"-- starting hand #79 (id: lcmqqyqwe8mu)  (No Limit Texas Hold'em) (dealer: ""Haoyang Zhang @ QntlFAl8Rf"") --",2023-02-17T18:45:33.180Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" shows a 6♣, 5♥.",2023-02-17T18:45:30.514Z,1.68E+14
-- ending hand #78 --,2023-02-17T18:45:26.576Z,1.68E+14
"""teddy @ kOMtSCwNxC"" shows a 7♣, Q♣.",2023-02-17T18:45:26.576Z,1.68E+14
"""dere @ IB1rRLac0F"" collected 10.72 from pot with Pair, 2's (combination: 2♦, 2♥, A♦, K♠, Q♥)",2023-02-17T18:45:26.576Z,1.68E+14
"""dere @ IB1rRLac0F"" shows a K♠, Q♥.",2023-02-17T18:45:26.576Z,1.68E+14
"""dere @ IB1rRLac0F"" calls 3.68",2023-02-17T18:45:25.770Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" folds",2023-02-17T18:45:24.074Z,1.68E+14
"""teddy @ kOMtSCwNxC"" bets 3.68",2023-02-17T18:45:22.642Z,1.68E+14
"""dere @ IB1rRLac0F"" checks",2023-02-17T18:45:17.979Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" checks",2023-02-17T18:45:16.859Z,1.68E+14
"River: A♦, 8♣, 9♣, 2♦ [2♥]",2023-02-17T18:45:13.575Z,1.68E+14
"""teddy @ kOMtSCwNxC"" checks",2023-02-17T18:45:12.760Z,1.68E+14
"""dere @ IB1rRLac0F"" checks",2023-02-17T18:45:11.680Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" checks",2023-02-17T18:45:10.791Z,1.68E+14
"Turn: A♦, 8♣, 9♣ [2♦]",2023-02-17T18:45:07.973Z,1.68E+14
"""dere @ IB1rRLac0F"" calls 0.84",2023-02-17T18:45:07.069Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" calls 0.84",2023-02-17T18:45:06.181Z,1.68E+14
"""teddy @ kOMtSCwNxC"" bets 0.84",2023-02-17T18:45:03.790Z,1.68E+14
"""dere @ IB1rRLac0F"" checks",2023-02-17T18:45:01.276Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" checks",2023-02-17T18:45:00.417Z,1.68E+14
"Flop:  [A♦, 8♣, 9♣]",2023-02-17T18:44:58.173Z,1.68E+14
"""dere @ IB1rRLac0F"" calls 0.28",2023-02-17T18:44:57.274Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" calls 0.28",2023-02-17T18:44:55.332Z,1.68E+14
"""teddy @ kOMtSCwNxC"" raises to 0.28",2023-02-17T18:44:54.127Z,1.68E+14
"""dere @ IB1rRLac0F"" posts a big blind of 0.08",2023-02-17T18:44:51.049Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" posts a small blind of 0.04",2023-02-17T18:44:51.049Z,1.68E+14
"Player stacks: #1 ""dere @ IB1rRLac0F"" (65.58) | #2 ""teddy @ kOMtSCwNxC"" (36.54) | #9 ""Haoyang Zhang @ QntlFAl8Rf"" (1.88)",2023-02-17T18:44:51.049Z,1.68E+14
"-- starting hand #78 (id: o9i9fx5aesfv)  (No Limit Texas Hold'em) (dealer: ""teddy @ kOMtSCwNxC"") --",2023-02-17T18:44:51.049Z,1.68E+14
-- ending hand #77 --,2023-02-17T18:44:45.042Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" collected 1.88 from pot with Two Pair, 7's & 5's (combination: 7♦, 7♠, 5♥, 5♣, Q♠)",2023-02-17T18:44:45.042Z,1.68E+14
"River: 7♠, Q♠, 4♠, 5♥ [5♣]",2023-02-17T18:44:41.011Z,1.68E+14
"Turn: 7♠, Q♠, 4♠ [5♥]",2023-02-17T18:44:37.000Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" shows a 7♦, 8♣.",2023-02-17T18:44:32.953Z,1.68E+14
"""teddy @ kOMtSCwNxC"" shows a J♦, K♥.",2023-02-17T18:44:32.953Z,1.68E+14
"Uncalled bet of 0.32 returned to ""teddy @ kOMtSCwNxC""",2023-02-17T18:44:32.953Z,1.68E+14
Some players choose to not run it twice.,2023-02-17T18:44:32.082Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" chooses to not run it twice.",2023-02-17T18:44:32.082Z,1.68E+14
Remaining players decide whether to run it twice.,2023-02-17T18:44:29.079Z,1.68E+14
"""dere @ IB1rRLac0F"" folds",2023-02-17T18:44:29.079Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" calls 0.52 and go all in",2023-02-17T18:44:28.142Z,1.68E+14
"""teddy @ kOMtSCwNxC"" bets 0.84",2023-02-17T18:44:25.132Z,1.68E+14
"Flop:  [7♠, Q♠, 4♠]",2023-02-17T18:44:20.342Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" calls 0.28",2023-02-17T18:44:19.490Z,1.68E+14
"""teddy @ kOMtSCwNxC"" calls 0.28",2023-02-17T18:44:18.352Z,1.68E+14
"""dere @ IB1rRLac0F"" raises to 0.28",2023-02-17T18:44:17.291Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" posts a big blind of 0.08",2023-02-17T18:44:15.025Z,1.68E+14
"""teddy @ kOMtSCwNxC"" posts a small blind of 0.04",2023-02-17T18:44:15.025Z,1.68E+14
"Player stacks: #1 ""dere @ IB1rRLac0F"" (65.86) | #2 ""teddy @ kOMtSCwNxC"" (37.34) | #9 ""Haoyang Zhang @ QntlFAl8Rf"" (0.80)",2023-02-17T18:44:15.025Z,1.68E+14
"-- starting hand #77 (id: pdj0lknrpcsy)  (No Limit Texas Hold'em) (dealer: ""dere @ IB1rRLac0F"") --",2023-02-17T18:44:15.025Z,1.68E+14
-- ending hand #76 --,2023-02-17T18:44:07.015Z,1.68E+14
"""teddy @ kOMtSCwNxC"" collected 0.80 from pot with Two Pair, 10's & 7's on the second run  (combination: 10♣, 10♦, 7♦, 7♠, 6♦)",2023-02-17T18:44:07.015Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" collected 0.80 from pot with K High (combination: K♥, Q♦, 9♣, 8♠, 7♥)",2023-02-17T18:44:07.015Z,1.68E+14
"River (second run): 7♦, 7♠, 4♠, 6♦ [10♦]",2023-02-17T18:44:02.981Z,1.68E+14
"Turn (second run): 7♦, 7♠, 4♠ [6♦]",2023-02-17T18:43:58.928Z,1.68E+14
"Flop (second run):  [7♦, 7♠, 4♠]",2023-02-17T18:43:54.922Z,1.68E+14
"River: 4♦, Q♦, 3♠, 7♥ [9♣]",2023-02-17T18:43:50.801Z,1.68E+14
"Turn: 4♦, Q♦, 3♠ [7♥]",2023-02-17T18:43:46.771Z,1.68E+14
"Flop:  [4♦, Q♦, 3♠]",2023-02-17T18:43:42.716Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" shows a K♥, 8♠.",2023-02-17T18:43:38.591Z,1.68E+14
"""teddy @ kOMtSCwNxC"" shows a 10♣, 5♣.",2023-02-17T18:43:38.591Z,1.68E+14
"Uncalled bet of 36.54 returned to ""teddy @ kOMtSCwNxC""",2023-02-17T18:43:38.591Z,1.68E+14
All players in hand choose to run it twice.,2023-02-17T18:43:37.777Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" chooses to  run it twice.",2023-02-17T18:43:37.777Z,1.68E+14
"""teddy @ kOMtSCwNxC"" chooses to  run it twice.",2023-02-17T18:43:37.324Z,1.68E+14
Remaining players decide whether to run it twice.,2023-02-17T18:43:34.839Z,1.68E+14
"""dere @ IB1rRLac0F"" folds",2023-02-17T18:43:34.839Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" calls 0.64 and go all in",2023-02-17T18:43:31.438Z,1.68E+14
"""teddy @ kOMtSCwNxC"" raises to 37.18 and go all in",2023-02-17T18:43:28.972Z,1.68E+14
"""dere @ IB1rRLac0F"" raises to 0.32",2023-02-17T18:43:26.766Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" calls 0.08",2023-02-17T18:43:24.510Z,1.68E+14
"""teddy @ kOMtSCwNxC"" posts a big blind of 0.08",2023-02-17T18:43:22.106Z,1.68E+14
"""dere @ IB1rRLac0F"" posts a small blind of 0.04",2023-02-17T18:43:22.106Z,1.68E+14
"Player stacks: #1 ""dere @ IB1rRLac0F"" (66.18) | #2 ""teddy @ kOMtSCwNxC"" (37.18) | #9 ""Haoyang Zhang @ QntlFAl8Rf"" (0.64)",2023-02-17T18:43:22.106Z,1.68E+14
"-- starting hand #76 (id: xbubdoxe2aoe)  (No Limit Texas Hold'em) (dealer: ""Haoyang Zhang @ QntlFAl8Rf"") --",2023-02-17T18:43:22.106Z,1.68E+14
-- ending hand #75 --,2023-02-17T18:43:16.095Z,1.68E+14
"""teddy @ kOMtSCwNxC"" shows a 2♠, 4♣.",2023-02-17T18:43:16.095Z,1.68E+14
"""dere @ IB1rRLac0F"" collected 8.64 from pot with Pair, 9's (combination: 9♥, 9♦, A♦, K♥, 6♣)",2023-02-17T18:43:16.095Z,1.68E+14
"""dere @ IB1rRLac0F"" shows a K♥, 9♥.",2023-02-17T18:43:16.095Z,1.68E+14
"""dere @ IB1rRLac0F"" calls 2.88",2023-02-17T18:43:15.192Z,1.68E+14
"""teddy @ kOMtSCwNxC"" bets 2.88",2023-02-17T18:43:12.954Z,1.68E+14
"""dere @ IB1rRLac0F"" checks",2023-02-17T18:43:10.154Z,1.68E+14
"River: A♦, 6♣, 2♥, 5♣ [9♦]",2023-02-17T18:43:08.325Z,1.68E+14
"""teddy @ kOMtSCwNxC"" checks",2023-02-17T18:43:07.495Z,1.68E+14
"""dere @ IB1rRLac0F"" checks",2023-02-17T18:43:05.922Z,1.68E+14
"Turn: A♦, 6♣, 2♥ [5♣]",2023-02-17T18:43:03.866Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" folds",2023-02-17T18:43:03.057Z,1.68E+14
"""teddy @ kOMtSCwNxC"" calls 0.96",2023-02-17T18:43:01.655Z,1.68E+14
"""dere @ IB1rRLac0F"" bets 0.96",2023-02-17T18:43:00.101Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" checks",2023-02-17T18:42:55.759Z,1.68E+14
"Flop:  [A♦, 6♣, 2♥]",2023-02-17T18:42:53.522Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" calls 0.32",2023-02-17T18:42:52.720Z,1.68E+14
"""teddy @ kOMtSCwNxC"" calls 0.32",2023-02-17T18:42:50.525Z,1.68E+14
"""dere @ IB1rRLac0F"" raises to 0.32",2023-02-17T18:42:49.547Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" calls 0.08",2023-02-17T18:42:46.626Z,1.68E+14
"""teddy @ kOMtSCwNxC"" calls 0.08",2023-02-17T18:42:45.284Z,1.68E+14
"""dere @ IB1rRLac0F"" posts a big blind of 0.08",2023-02-17T18:42:43.252Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" posts a small blind of 0.04",2023-02-17T18:42:43.252Z,1.68E+14
"Player stacks: #1 ""dere @ IB1rRLac0F"" (61.70) | #2 ""teddy @ kOMtSCwNxC"" (41.34) | #9 ""Haoyang Zhang @ QntlFAl8Rf"" (0.96)",2023-02-17T18:42:43.252Z,1.68E+14
"-- starting hand #75 (id: a9xcmladvixg)  (No Limit Texas Hold'em) (dealer: ""teddy @ kOMtSCwNxC"") --",2023-02-17T18:42:43.252Z,1.68E+14
"""teddy @ kOMtSCwNxC"" shows a J♣, Q♣.",2023-02-17T18:42:41.331Z,1.68E+14
"""dere @ IB1rRLac0F"" shows a K♣, 4♣.",2023-02-17T18:42:39.317Z,1.68E+14
-- ending hand #74 --,2023-02-17T18:42:38.849Z,1.68E+14
"""dere @ IB1rRLac0F"" collected 7.56 from pot",2023-02-17T18:42:38.849Z,1.68E+14
"Uncalled bet of 7.56 returned to ""dere @ IB1rRLac0F""",2023-02-17T18:42:38.849Z,1.68E+14
"""teddy @ kOMtSCwNxC"" folds",2023-02-17T18:42:37.998Z,1.68E+14
"""dere @ IB1rRLac0F"" bets 7.56",2023-02-17T18:42:37.052Z,1.68E+14
"""teddy @ kOMtSCwNxC"" checks",2023-02-17T18:42:34.579Z,1.68E+14
"River: 5♠, 9♥, 7♥, 10♦ [3♦]",2023-02-17T18:42:29.445Z,1.68E+14
"""teddy @ kOMtSCwNxC"" calls 2.52",2023-02-17T18:42:28.534Z,1.68E+14
"""dere @ IB1rRLac0F"" bets 2.52",2023-02-17T18:42:26.998Z,1.68E+14
"""teddy @ kOMtSCwNxC"" checks",2023-02-17T18:42:24.495Z,1.68E+14
"Turn: 5♠, 9♥, 7♥ [10♦]",2023-02-17T18:42:21.638Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" folds",2023-02-17T18:42:20.810Z,1.68E+14
"""teddy @ kOMtSCwNxC"" calls 0.84",2023-02-17T18:42:19.660Z,1.68E+14
"""dere @ IB1rRLac0F"" bets 0.84",2023-02-17T18:42:18.348Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" checks",2023-02-17T18:42:14.564Z,1.68E+14
"""teddy @ kOMtSCwNxC"" checks",2023-02-17T18:42:13.359Z,1.68E+14
"Flop:  [5♠, 9♥, 7♥]",2023-02-17T18:42:11.227Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" calls 0.28",2023-02-17T18:42:10.348Z,1.68E+14
"""teddy @ kOMtSCwNxC"" calls 0.28",2023-02-17T18:42:08.695Z,1.68E+14
"""dere @ IB1rRLac0F"" raises to 0.28",2023-02-17T18:42:07.789Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" posts a big blind of 0.08",2023-02-17T18:42:05.824Z,1.68E+14
"""teddy @ kOMtSCwNxC"" posts a small blind of 0.04",2023-02-17T18:42:05.824Z,1.68E+14
"Player stacks: #1 ""dere @ IB1rRLac0F"" (57.78) | #2 ""teddy @ kOMtSCwNxC"" (44.98) | #9 ""Haoyang Zhang @ QntlFAl8Rf"" (1.24)",2023-02-17T18:42:05.824Z,1.68E+14
"-- starting hand #74 (id: wdxxgp7nrvxg)  (No Limit Texas Hold'em) (dealer: ""dere @ IB1rRLac0F"") --",2023-02-17T18:42:05.824Z,1.68E+14
-- ending hand #73 --,2023-02-17T18:41:59.819Z,1.68E+14
"""dere @ IB1rRLac0F"" collected 0.96 from pot",2023-02-17T18:41:59.819Z,1.68E+14
"Uncalled bet of 0.96 returned to ""dere @ IB1rRLac0F""",2023-02-17T18:41:59.819Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" folds",2023-02-17T18:41:58.999Z,1.68E+14
"""teddy @ kOMtSCwNxC"" folds",2023-02-17T18:41:57.746Z,1.68E+14
"""dere @ IB1rRLac0F"" bets 0.96",2023-02-17T18:41:56.031Z,1.68E+14
"Flop:  [7♠, A♣, 10♣]",2023-02-17T18:41:53.219Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" calls 0.32",2023-02-17T18:41:52.336Z,1.68E+14
"""teddy @ kOMtSCwNxC"" calls 0.32",2023-02-17T18:41:50.225Z,1.68E+14
"""dere @ IB1rRLac0F"" raises to 0.32",2023-02-17T18:41:48.972Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" calls 0.08",2023-02-17T18:41:46.669Z,1.68E+14
"""teddy @ kOMtSCwNxC"" posts a big blind of 0.08",2023-02-17T18:41:44.866Z,1.68E+14
"""dere @ IB1rRLac0F"" posts a small blind of 0.04",2023-02-17T18:41:44.866Z,1.68E+14
"Player stacks: #1 ""dere @ IB1rRLac0F"" (57.14) | #2 ""teddy @ kOMtSCwNxC"" (45.30) | #9 ""Haoyang Zhang @ QntlFAl8Rf"" (1.56)",2023-02-17T18:41:44.866Z,1.68E+14
"-- starting hand #73 (id: njj5yzhs0dly)  (No Limit Texas Hold'em) (dealer: ""Haoyang Zhang @ QntlFAl8Rf"") --",2023-02-17T18:41:44.866Z,1.68E+14
"""dere @ IB1rRLac0F"" shows a 10♥, 3♦.",2023-02-17T18:41:41.516Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" shows a 10♣, 7♣.",2023-02-17T18:41:40.597Z,1.68E+14
-- ending hand #72 --,2023-02-17T18:41:37.858Z,1.68E+14
"""teddy @ kOMtSCwNxC"" collected 24.00 from pot with Three of a Kind, J's (combination: J♦, J♠, J♣, 10♦, 8♦)",2023-02-17T18:41:37.858Z,1.68E+14
"""teddy @ kOMtSCwNxC"" shows a 2♠, J♦.",2023-02-17T18:41:37.858Z,1.68E+14
"""dere @ IB1rRLac0F"" folds",2023-02-17T18:41:37.056Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" calls 9.60",2023-02-17T18:41:34.575Z,1.68E+14
"""teddy @ kOMtSCwNxC"" raises to 9.60",2023-02-17T18:41:32.842Z,1.68E+14
"""dere @ IB1rRLac0F"" bets 2.40",2023-02-17T18:41:29.804Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" checks",2023-02-17T18:41:27.671Z,1.68E+14
"River: 10♦, 4♠, J♠, 8♦ [J♣]",2023-02-17T18:41:24.990Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" calls 0.60",2023-02-17T18:41:24.177Z,1.68E+14
"""teddy @ kOMtSCwNxC"" calls 0.60",2023-02-17T18:41:22.481Z,1.68E+14
"""dere @ IB1rRLac0F"" bets 0.60",2023-02-17T18:41:19.090Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" checks",2023-02-17T18:41:16.660Z,1.68E+14
"Turn: 10♦, 4♠, J♠ [8♦]",2023-02-17T18:41:14.575Z,1.68E+14
