entry,at,order
"""dere @ IB1rRLac0F"" posts a small blind of 0.04",2023-02-17T19:02:06.177Z,1.68E+14
"Player stacks: #1 ""dere @ IB1rRLac0F"" (103.94) | #2 ""teddy @ kOMtSCwNxC"" (32.02)",2023-02-17T19:02:06.177Z,1.68E+14
"-- starting hand #105 (id: d9jnimh8znke)  (No Limit Texas Hold'em) (dealer: ""dere @ IB1rRLac0F"") --",2023-02-17T19:02:06.177Z,1.68E+14
-- ending hand #104 --,2023-02-17T19:01:58.171Z,1.68E+14
"""dere @ IB1rRLac0F"" collected 32.02 from pot with Four of a Kind, 3's on the second run  (combination: 3♥, 3♣, 3♦, 3♠, J♠)",2023-02-17T19:01:58.171Z,1.68E+14
"""teddy @ kOMtSCwNxC"" collected 32.02 from pot with Pair, Q's (combination: Q♦, Q♣, A♣, 10♥, 9♣)",2023-02-17T19:01:58.171Z,1.68E+14
"River (second run): J♠, 8♠, 3♦, 2♣ [3♠]",2023-02-17T19:01:54.168Z,1.68E+14
"Turn (second run): J♠, 8♠, 3♦ [2♣]",2023-02-17T19:01:50.098Z,1.68E+14
"Flop (second run):  [J♠, 8♠, 3♦]",2023-02-17T19:01:45.979Z,1.68E+14
"River: A♣, 6♠, 7♦, Q♣ [9♣]",2023-02-17T19:01:41.975Z,1.68E+14
"Turn: A♣, 6♠, 7♦ [Q♣]",2023-02-17T19:01:37.971Z,1.68E+14
"Flop:  [A♣, 6♠, 7♦]",2023-02-17T19:01:33.948Z,1.68E+14
"""teddy @ kOMtSCwNxC"" shows a Q♦, 10♥.",2023-02-17T19:01:29.890Z,1.68E+14
"""dere @ IB1rRLac0F"" shows a 3♥, 3♣.",2023-02-17T19:01:29.890Z,1.68E+14
All players in hand choose to run it twice.,2023-02-17T19:01:29.049Z,1.68E+14
"""teddy @ kOMtSCwNxC"" chooses to  run it twice.",2023-02-17T19:01:29.049Z,1.68E+14
"""dere @ IB1rRLac0F"" chooses to  run it twice.",2023-02-17T19:01:28.801Z,1.68E+14
Remaining players decide whether to run it twice.,2023-02-17T19:01:27.911Z,1.68E+14
"""dere @ IB1rRLac0F"" calls 32.02",2023-02-17T19:01:27.911Z,1.68E+14
"""teddy @ kOMtSCwNxC"" raises to 32.02 and go all in",2023-02-17T19:01:27.005Z,1.68E+14
"""dere @ IB1rRLac0F"" posts a big blind of 0.08",2023-02-17T19:01:23.948Z,1.68E+14
"""teddy @ kOMtSCwNxC"" posts a small blind of 0.04",2023-02-17T19:01:23.948Z,1.68E+14
"Player stacks: #1 ""dere @ IB1rRLac0F"" (103.94) | #2 ""teddy @ kOMtSCwNxC"" (32.02)",2023-02-17T19:01:23.948Z,1.68E+14
"-- starting hand #104 (id: djdwh9sopcck)  (No Limit Texas Hold'em) (dealer: ""teddy @ kOMtSCwNxC"") --",2023-02-17T19:01:23.948Z,1.68E+14
-- ending hand #103 --,2023-02-17T19:01:15.911Z,1.68E+14
"""dere @ IB1rRLac0F"" collected 64.04 from pot with Three of a Kind, 9's on the second run  (combination: 9♥, 9♦, 9♠, A♠, K♦)",2023-02-17T19:01:15.911Z,1.68E+14
"""teddy @ kOMtSCwNxC"" collected 32.02 from pot with Full House, Q's over 10's (combination: Q♥, Q♣, Q♦, 10♣, 10♥)",2023-02-17T19:01:15.911Z,1.68E+14
"""dere @ IB1rRLac0F"" collected 32.02 from pot with Full House, Q's over 10's (combination: Q♥, Q♣, Q♦, 10♣, 10♥)",2023-02-17T19:01:15.911Z,1.68E+14
"River (second run): 6♠, K♦, 8♠, 9♦ [9♠]",2023-02-17T19:01:11.907Z,1.68E+14
"Turn (second run): 6♠, K♦, 8♠ [9♦]",2023-02-17T19:01:07.904Z,1.68E+14
"Flop (second run):  [6♠, K♦, 8♠]",2023-02-17T19:01:03.872Z,1.68E+14
"River: Q♥, Q♣, 10♣, 10♥ [Q♦]",2023-02-17T19:00:59.868Z,1.68E+14
"Turn: Q♥, Q♣, 10♣ [10♥]",2023-02-17T19:00:55.738Z,1.68E+14
"Flop:  [Q♥, Q♣, 10♣]",2023-02-17T19:00:51.735Z,1.68E+14
"""teddy @ kOMtSCwNxC"" shows a 2♥, K♥.",2023-02-17T19:00:47.686Z,1.68E+14
"""dere @ IB1rRLac0F"" shows a A♠, 9♥.",2023-02-17T19:00:47.686Z,1.68E+14
All players in hand choose to run it twice.,2023-02-17T19:00:46.880Z,1.68E+14
"""teddy @ kOMtSCwNxC"" chooses to  run it twice.",2023-02-17T19:00:46.880Z,1.68E+14
"""dere @ IB1rRLac0F"" chooses to  run it twice.",2023-02-17T19:00:46.798Z,1.68E+14
Remaining players decide whether to run it twice.,2023-02-17T19:00:46.064Z,1.68E+14
"""teddy @ kOMtSCwNxC"" calls 64.04 and go all in",2023-02-17T19:00:46.064Z,1.68E+14
"""dere @ IB1rRLac0F"" raises to 64.04",2023-02-17T19:00:45.192Z,1.68E+14
"""teddy @ kOMtSCwNxC"" posts a big blind of 0.08",2023-02-17T19:00:43.540Z,1.68E+14
"""dere @ IB1rRLac0F"" posts a small blind of 0.04",2023-02-17T19:00:43.540Z,1.68E+14
"Player stacks: #1 ""dere @ IB1rRLac0F"" (71.92) | #2 ""teddy @ kOMtSCwNxC"" (64.04)",2023-02-17T19:00:43.540Z,1.68E+14
"-- starting hand #103 (id: 41w8q0xu30ja)  (No Limit Texas Hold'em) (dealer: ""dere @ IB1rRLac0F"") --",2023-02-17T19:00:43.540Z,1.68E+14
-- ending hand #102 --,2023-02-17T19:00:35.521Z,1.68E+14
"""dere @ IB1rRLac0F"" collected 35.96 from pot with Three of a Kind, A's on the second run  (combination: A♦, A♥, A♣, 10♦, 8♥)",2023-02-17T19:00:35.521Z,1.68E+14
"""dere @ IB1rRLac0F"" collected 35.96 from pot with Two Pair, A's & 8's (combination: A♦, A♠, 8♥, 8♠, 10♣)",2023-02-17T19:00:35.521Z,1.68E+14
"River (second run): A♥, 10♦, 6♠, 3♣ [A♣]",2023-02-17T19:00:31.463Z,1.68E+14
"Turn (second run): A♥, 10♦, 6♠ [3♣]",2023-02-17T19:00:27.454Z,1.68E+14
"Flop (second run):  [A♥, 10♦, 6♠]",2023-02-17T19:00:23.394Z,1.68E+14
"River: 8♠, 10♣, 5♥, 2♣ [A♠]",2023-02-17T19:00:19.389Z,1.68E+14
"Turn: 8♠, 10♣, 5♥ [2♣]",2023-02-17T19:00:15.302Z,1.68E+14
"Flop:  [8♠, 10♣, 5♥]",2023-02-17T19:00:11.244Z,1.68E+14
"""teddy @ kOMtSCwNxC"" shows a 10♥, 9♥.",2023-02-17T19:00:07.239Z,1.68E+14
"""dere @ IB1rRLac0F"" shows a A♦, 8♥.",2023-02-17T19:00:07.239Z,1.68E+14
All players in hand choose to run it twice.,2023-02-17T19:00:06.407Z,1.68E+14
"""teddy @ kOMtSCwNxC"" chooses to  run it twice.",2023-02-17T19:00:06.407Z,1.68E+14
"""dere @ IB1rRLac0F"" chooses to  run it twice.",2023-02-17T19:00:06.273Z,1.68E+14
Remaining players decide whether to run it twice.,2023-02-17T19:00:05.213Z,1.68E+14
"""dere @ IB1rRLac0F"" calls 35.96 and go all in",2023-02-17T19:00:05.213Z,1.68E+14
"""teddy @ kOMtSCwNxC"" raises to 35.96",2023-02-17T19:00:04.253Z,1.68E+14
"""dere @ IB1rRLac0F"" posts a big blind of 0.08",2023-02-17T19:00:01.493Z,1.68E+14
"""teddy @ kOMtSCwNxC"" posts a small blind of 0.04",2023-02-17T19:00:01.493Z,1.68E+14
"Player stacks: #1 ""dere @ IB1rRLac0F"" (35.96) | #2 ""teddy @ kOMtSCwNxC"" (100.00)",2023-02-17T19:00:01.493Z,1.68E+14
"-- starting hand #102 (id: ozmvzowodyfl)  (No Limit Texas Hold'em) (dealer: ""teddy @ kOMtSCwNxC"") --",2023-02-17T19:00:01.493Z,1.68E+14
-- ending hand #101 --,2023-02-17T18:59:53.434Z,1.68E+14
"""teddy @ kOMtSCwNxC"" collected 35.96 from pot with Pair, 6's on the second run  (combination: 6♠, 6♥, Q♠, J♦, 10♣)",2023-02-17T18:59:53.434Z,1.68E+14
"""dere @ IB1rRLac0F"" collected 35.96 from pot with Pair, 8's (combination: 8♥, 8♦, A♦, K♣, Q♣)",2023-02-17T18:59:53.434Z,1.68E+14
"River (second run): 10♣, J♦, 2♥, Q♠ [6♥]",2023-02-17T18:59:49.427Z,1.68E+14
"Turn (second run): 10♣, J♦, 2♥ [Q♠]",2023-02-17T18:59:45.423Z,1.68E+14
"Flop (second run):  [10♣, J♦, 2♥]",2023-02-17T18:59:41.352Z,1.68E+14
"River: 10♦, 8♥, 8♦, K♣ [Q♣]",2023-02-17T18:59:37.345Z,1.68E+14
"Turn: 10♦, 8♥, 8♦ [K♣]",2023-02-17T18:59:33.343Z,1.68E+14
"Flop:  [10♦, 8♥, 8♦]",2023-02-17T18:59:29.339Z,1.68E+14
"""teddy @ kOMtSCwNxC"" shows a 6♠, 7♣.",2023-02-17T18:59:25.268Z,1.68E+14
"""dere @ IB1rRLac0F"" shows a A♦, 4♣.",2023-02-17T18:59:25.268Z,1.68E+14
All players in hand choose to run it twice.,2023-02-17T18:59:24.459Z,1.68E+14
"""dere @ IB1rRLac0F"" chooses to  run it twice.",2023-02-17T18:59:24.459Z,1.68E+14
"""teddy @ kOMtSCwNxC"" chooses to  run it twice.",2023-02-17T18:59:24.397Z,1.68E+14
Remaining players decide whether to run it twice.,2023-02-17T18:59:23.536Z,1.68E+14
"""teddy @ kOMtSCwNxC"" calls 35.96",2023-02-17T18:59:23.536Z,1.68E+14
"""dere @ IB1rRLac0F"" raises to 35.96 and go all in",2023-02-17T18:59:22.614Z,1.68E+14
"""teddy @ kOMtSCwNxC"" posts a big blind of 0.08",2023-02-17T18:59:20.467Z,1.68E+14
"""dere @ IB1rRLac0F"" posts a small blind of 0.04",2023-02-17T18:59:20.467Z,1.68E+14
"Player stacks: #1 ""dere @ IB1rRLac0F"" (35.96) | #2 ""teddy @ kOMtSCwNxC"" (100.00)",2023-02-17T18:59:20.467Z,1.68E+14
"-- starting hand #101 (id: g2fb7muphmrj)  (No Limit Texas Hold'em) (dealer: ""dere @ IB1rRLac0F"") --",2023-02-17T18:59:20.467Z,1.68E+14
-- ending hand #100 --,2023-02-17T18:59:12.463Z,1.68E+14
"""dere @ IB1rRLac0F"" collected 35.96 from pot with Two Pair, 4's & 3's on the second run  (combination: 4♠, 4♣, 3♦, 3♠, Q♠)",2023-02-17T18:59:12.463Z,1.68E+14
"""teddy @ kOMtSCwNxC"" collected 35.96 from pot with Two Pair, 10's & 9's (combination: 10♦, 10♥, 9♥, 9♠, K♥)",2023-02-17T18:59:12.463Z,1.68E+14
"River (second run): 3♦, 4♠, 3♠, 2♦ [4♣]",2023-02-17T18:59:08.453Z,1.68E+14
"Turn (second run): 3♦, 4♠, 3♠ [2♦]",2023-02-17T18:59:04.402Z,1.68E+14
"Flop (second run):  [3♦, 4♠, 3♠]",2023-02-17T18:59:00.323Z,1.68E+14
"River: 10♥, 4♦, K♥, 9♥ [9♠]",2023-02-17T18:58:56.318Z,1.68E+14
"Turn: 10♥, 4♦, K♥ [9♥]",2023-02-17T18:58:52.243Z,1.68E+14
"Flop:  [10♥, 4♦, K♥]",2023-02-17T18:58:48.238Z,1.68E+14
"""teddy @ kOMtSCwNxC"" shows a 10♦, 5♥.",2023-02-17T18:58:44.188Z,1.68E+14
"""dere @ IB1rRLac0F"" shows a Q♠, 2♣.",2023-02-17T18:58:44.188Z,1.68E+14
All players in hand choose to run it twice.,2023-02-17T18:58:43.343Z,1.68E+14
"""teddy @ kOMtSCwNxC"" chooses to  run it twice.",2023-02-17T18:58:43.343Z,1.68E+14
"""dere @ IB1rRLac0F"" chooses to  run it twice.",2023-02-17T18:58:42.941Z,1.68E+14
Remaining players decide whether to run it twice.,2023-02-17T18:58:41.889Z,1.68E+14
"""dere @ IB1rRLac0F"" calls 35.96 and go all in",2023-02-17T18:58:41.889Z,1.68E+14
"""teddy @ kOMtSCwNxC"" raises to 35.96",2023-02-17T18:58:40.279Z,1.68E+14
"""dere @ IB1rRLac0F"" posts a big blind of 0.08",2023-02-17T18:58:37.232Z,1.68E+14
"""teddy @ kOMtSCwNxC"" posts a small blind of 0.04",2023-02-17T18:58:37.232Z,1.68E+14
"Player stacks: #1 ""dere @ IB1rRLac0F"" (35.96) | #2 ""teddy @ kOMtSCwNxC"" (100.00)",2023-02-17T18:58:37.232Z,1.68E+14
"-- starting hand #100 (id: 1zx0vt0wpao2)  (No Limit Texas Hold'em) (dealer: ""teddy @ kOMtSCwNxC"") --",2023-02-17T18:58:37.232Z,1.68E+14
-- ending hand #99 --,2023-02-17T18:58:29.212Z,1.68E+14
"""teddy @ kOMtSCwNxC"" collected 50.00 from pot with A High on the second run  (combination: A♣, K♣, Q♣, 9♦, 8♥)",2023-02-17T18:58:29.212Z,1.68E+14
"""teddy @ kOMtSCwNxC"" collected 50.00 from pot with Pair, A's (combination: A♦, A♥, Q♣, 9♠, 8♥)",2023-02-17T18:58:29.212Z,1.68E+14
"River (second run): K♣, 9♦, 7♣, A♣ [3♦]",2023-02-17T18:58:25.206Z,1.68E+14
"Turn (second run): K♣, 9♦, 7♣ [A♣]",2023-02-17T18:58:21.165Z,1.68E+14
"Flop (second run):  [K♣, 9♦, 7♣]",2023-02-17T18:58:17.084Z,1.68E+14
"River: A♦, A♥, 5♦, 9♠ [2♦]",2023-02-17T18:58:12.997Z,1.68E+14
"Turn: A♦, A♥, 5♦ [9♠]",2023-02-17T18:58:08.959Z,1.68E+14
"Flop:  [A♦, A♥, 5♦]",2023-02-17T18:58:04.878Z,1.68E+14
"""teddy @ kOMtSCwNxC"" shows a Q♣, 8♥.",2023-02-17T18:58:00.868Z,1.68E+14
"""dere @ IB1rRLac0F"" shows a Q♠, 6♦.",2023-02-17T18:58:00.868Z,1.68E+14
All players in hand choose to run it twice.,2023-02-17T18:58:00.020Z,1.68E+14
"""teddy @ kOMtSCwNxC"" chooses to  run it twice.",2023-02-17T18:58:00.020Z,1.68E+14
"""dere @ IB1rRLac0F"" chooses to  run it twice.",2023-02-17T18:57:59.878Z,1.68E+14
Remaining players decide whether to run it twice.,2023-02-17T18:57:59.029Z,1.68E+14
"""teddy @ kOMtSCwNxC"" calls 50.00 and go all in",2023-02-17T18:57:59.029Z,1.68E+14
"""dere @ IB1rRLac0F"" raises to 50.00",2023-02-17T18:57:58.165Z,1.68E+14
"""teddy @ kOMtSCwNxC"" posts a big blind of 0.08",2023-02-17T18:57:55.663Z,1.68E+14
"""dere @ IB1rRLac0F"" posts a small blind of 0.04",2023-02-17T18:57:55.663Z,1.68E+14
"Player stacks: #1 ""dere @ IB1rRLac0F"" (85.96) | #2 ""teddy @ kOMtSCwNxC"" (50.00)",2023-02-17T18:57:55.663Z,1.68E+14
"-- starting hand #99 (id: jzr1nqrtpxqt)  (No Limit Texas Hold'em) (dealer: ""dere @ IB1rRLac0F"") --",2023-02-17T18:57:55.663Z,1.68E+14
-- ending hand #98 --,2023-02-17T18:57:47.659Z,1.68E+14
"""dere @ IB1rRLac0F"" collected 50.00 from pot with Two Pair, K's & 7's on the second run  (combination: K♠, K♦, 7♣, 7♦, 5♦)",2023-02-17T18:57:47.659Z,1.68E+14
"""teddy @ kOMtSCwNxC"" collected 50.00 from pot with Two Pair, J's & 2's (combination: J♥, J♣, 2♥, 2♠, K♣)",2023-02-17T18:57:47.659Z,1.68E+14
"River (second run): 5♠, K♦, 3♣, 7♣ [7♦]",2023-02-17T18:57:43.586Z,1.68E+14
"Turn (second run): 5♠, K♦, 3♣ [7♣]",2023-02-17T18:57:39.542Z,1.68E+14
"Flop (second run):  [5♠, K♦, 3♣]",2023-02-17T18:57:35.537Z,1.68E+14
"River: 9♣, 10♦, K♣, J♣ [2♠]",2023-02-17T18:57:31.534Z,1.68E+14
"Turn: 9♣, 10♦, K♣ [J♣]",2023-02-17T18:57:27.436Z,1.68E+14
"Flop:  [9♣, 10♦, K♣]",2023-02-17T18:57:23.371Z,1.68E+14
"""teddy @ kOMtSCwNxC"" shows a J♥, 2♥.",2023-02-17T18:57:19.329Z,1.68E+14
"""dere @ IB1rRLac0F"" shows a 5♦, K♠.",2023-02-17T18:57:19.329Z,1.68E+14
All players in hand choose to run it twice.,2023-02-17T18:57:18.439Z,1.68E+14
"""teddy @ kOMtSCwNxC"" chooses to  run it twice.",2023-02-17T18:57:18.439Z,1.68E+14
"""dere @ IB1rRLac0F"" chooses to  run it twice.",2023-02-17T18:57:18.080Z,1.68E+14
Remaining players decide whether to run it twice.,2023-02-17T18:57:17.418Z,1.68E+14
"""dere @ IB1rRLac0F"" calls 50.00",2023-02-17T18:57:17.418Z,1.68E+14
"""teddy @ kOMtSCwNxC"" raises to 50.00 and go all in",2023-02-17T18:57:16.044Z,1.68E+14
"""dere @ IB1rRLac0F"" posts a big blind of 0.08",2023-02-17T18:57:13.165Z,1.68E+14
"""teddy @ kOMtSCwNxC"" posts a small blind of 0.04",2023-02-17T18:57:13.165Z,1.68E+14
"Player stacks: #1 ""dere @ IB1rRLac0F"" (85.96) | #2 ""teddy @ kOMtSCwNxC"" (50.00)",2023-02-17T18:57:13.165Z,1.68E+14
"-- starting hand #98 (id: gjybldcddnkj)  (No Limit Texas Hold'em) (dealer: ""teddy @ kOMtSCwNxC"") --",2023-02-17T18:57:13.165Z,1.68E+14
-- ending hand #97 --,2023-02-17T18:57:05.159Z,1.68E+14
"""dere @ IB1rRLac0F"" collected 50.00 from pot with Two Pair, K's & 5's on the second run  (combination: K♠, K♣, 5♥, 5♦, 8♣)",2023-02-17T18:57:05.159Z,1.68E+14
"""teddy @ kOMtSCwNxC"" collected 50.00 from pot with Pair, 4's (combination: 4♥, 4♦, A♦, Q♥, 9♥)",2023-02-17T18:57:05.159Z,1.68E+14
"River (second run): 2♣, 5♥, 8♣, 5♦ [K♣]",2023-02-17T18:57:01.151Z,1.68E+14
"Turn (second run): 2♣, 5♥, 8♣ [5♦]",2023-02-17T18:56:57.120Z,1.68E+14
"Flop (second run):  [2♣, 5♥, 8♣]",2023-02-17T18:56:53.088Z,1.68E+14
"River: A♦, Q♥, 6♦, 3♦ [4♦]",2023-02-17T18:56:49.077Z,1.68E+14
"Turn: A♦, Q♥, 6♦ [3♦]",2023-02-17T18:56:45.018Z,1.68E+14
"Flop:  [A♦, Q♥, 6♦]",2023-02-17T18:56:41.012Z,1.68E+14
"""teddy @ kOMtSCwNxC"" shows a 4♥, 9♥.",2023-02-17T18:56:36.909Z,1.68E+14
"""dere @ IB1rRLac0F"" shows a K♠, 3♣.",2023-02-17T18:56:36.909Z,1.68E+14
All players in hand choose to run it twice.,2023-02-17T18:56:36.083Z,1.68E+14
"""dere @ IB1rRLac0F"" chooses to  run it twice.",2023-02-17T18:56:36.083Z,1.68E+14
"""teddy @ kOMtSCwNxC"" chooses to  run it twice.",2023-02-17T18:56:36.029Z,1.68E+14
Remaining players decide whether to run it twice.,2023-02-17T18:56:35.282Z,1.68E+14
"""teddy @ kOMtSCwNxC"" calls 50.00 and go all in",2023-02-17T18:56:35.282Z,1.68E+14
"""dere @ IB1rRLac0F"" raises to 50.00",2023-02-17T18:56:34.384Z,1.68E+14
"""teddy @ kOMtSCwNxC"" posts a big blind of 0.08",2023-02-17T18:56:31.896Z,1.68E+14
"""dere @ IB1rRLac0F"" posts a small blind of 0.04",2023-02-17T18:56:31.896Z,1.68E+14
"Player stacks: #1 ""dere @ IB1rRLac0F"" (85.96) | #2 ""teddy @ kOMtSCwNxC"" (50.00)",2023-02-17T18:56:31.896Z,1.68E+14
"-- starting hand #97 (id: rkkgbv1hw4qn)  (No Limit Texas Hold'em) (dealer: ""dere @ IB1rRLac0F"") --",2023-02-17T18:56:31.896Z,1.68E+14
-- ending hand #96 --,2023-02-17T18:56:23.890Z,1.68E+14
"""teddy @ kOMtSCwNxC"" collected 50.00 from pot with Three of a Kind, 2's on the second run  (combination: 2♠, 2♦, 2♣, A♠, 10♥)",2023-02-17T18:56:23.890Z,1.68E+14
"""dere @ IB1rRLac0F"" collected 50.00 from pot with Flush, Ac High (combination: A♣, Q♣, J♣, 8♣, 6♣)",2023-02-17T18:56:23.890Z,1.68E+14
"River (second run): A♠, 10♥, 9♣, 2♣ [3♠]",2023-02-17T18:56:19.886Z,1.68E+14
"Turn (second run): A♠, 10♥, 9♣ [2♣]",2023-02-17T18:56:15.850Z,1.68E+14
"Flop (second run):  [A♠, 10♥, 9♣]",2023-02-17T18:56:11.843Z,1.68E+14
"River: 6♣, Q♣, 3♥, A♣ [8♣]",2023-02-17T18:56:07.745Z,1.68E+14
"Turn: 6♣, Q♣, 3♥ [A♣]",2023-02-17T18:56:03.732Z,1.68E+14
"Flop:  [6♣, Q♣, 3♥]",2023-02-17T18:55:59.726Z,1.68E+14
"""teddy @ kOMtSCwNxC"" shows a 2♠, 2♦.",2023-02-17T18:55:55.724Z,1.68E+14
"""dere @ IB1rRLac0F"" shows a 6♠, J♣.",2023-02-17T18:55:55.724Z,1.68E+14
