entry,at,order
"""teddye @ kOMtSCwNxC"" bets 1.20",2023-02-17T22:40:49.323Z,167667364932300
"Flop:  [6♣, Q♠, 6♠]",2023-02-17T22:40:46.836Z,167667364683600
"""teddye @ kOMtSCwNxC"" calls 0.60",2023-02-17T22:40:45.971Z,167667364597100
"""dk @ IB1rRLac0F"" raises to 0.60",2023-02-17T22:40:45.101Z,167667364510100
"""teddye @ kOMtSCwNxC"" posts a big blind of 0.20",2023-02-17T22:40:42.434Z,167667364243405
"""dk @ IB1rRLac0F"" posts a small blind of 0.10",2023-02-17T22:40:42.434Z,167667364243404
"Player stacks: #1 ""teddye @ kOMtSCwNxC"" (9.40) | #10 ""dk @ IB1rRLac0F"" (10.60)",2023-02-17T22:40:42.434Z,167667364243401
"-- starting hand #4 (id: mjdeoic65s7h)  (No Limit Texas Hold'em) (dealer: ""dk @ IB1rRLac0F"") --",2023-02-17T22:40:42.434Z,167667364243400
"-- ending hand #3 --",2023-02-17T22:40:39.430Z,167667363943002
"""dk @ IB1rRLac0F"" collected 3.60 from pot",2023-02-17T22:40:39.430Z,167667363943001
"Uncalled bet of 3.60 returned to ""dk @ IB1rRLac0F""",2023-02-17T22:40:39.430Z,167667363943000
"""teddye @ kOMtSCwNxC"" folds",2023-02-17T22:40:38.583Z,167667363858300
"""dk @ IB1rRLac0F"" bets 3.60",2023-02-17T22:40:36.905Z,167667363690500
"River: 5♠, 6♦, K♦, 3♦ [9♠]",2023-02-17T22:40:34.324Z,167667363432400
"""teddye @ kOMtSCwNxC"" calls 1.20",2023-02-17T22:40:33.488Z,167667363348800
"""dk @ IB1rRLac0F"" bets 1.20",2023-02-17T22:40:32.597Z,167667363259700
"Turn: 5♠, 6♦, K♦ [3♦]",2023-02-17T22:40:30.688Z,167667363068800
"""teddye @ kOMtSCwNxC"" checks",2023-02-17T22:40:29.868Z,167667362986800
"""dk @ IB1rRLac0F"" checks",2023-02-17T22:40:28.983Z,167667362898300
"Flop:  [5♠, 6♦, K♦]",2023-02-17T22:40:26.486Z,167667362648600
"""teddye @ kOMtSCwNxC"" calls 0.60",2023-02-17T22:40:25.660Z,167667362566000
"""dk @ IB1rRLac0F"" raises to 0.60",2023-02-17T22:40:24.771Z,167667362477100
"""teddye @ kOMtSCwNxC"" calls 0.20",2023-02-17T22:40:21.423Z,167667362142300
"""dk @ IB1rRLac0F"" posts a big blind of 0.20",2023-02-17T22:40:20.413Z,167667362041305
"""teddye @ kOMtSCwNxC"" posts a small blind of 0.10",2023-02-17T22:40:20.413Z,167667362041304
"Player stacks: #1 ""teddye @ kOMtSCwNxC"" (11.20) | #10 ""dk @ IB1rRLac0F"" (8.80)",2023-02-17T22:40:20.413Z,167667362041301
"-- starting hand #3 (id: 2cidlcrkkqxq)  (No Limit Texas Hold'em) (dealer: ""teddye @ kOMtSCwNxC"") --",2023-02-17T22:40:20.413Z,167667362041300
"""dk @ IB1rRLac0F"" shows a A♠, 4♥.",2023-02-17T22:40:17.722Z,167667361772200
"""teddye @ kOMtSCwNxC"" shows a K♣, 6♦.",2023-02-17T22:40:15.440Z,167667361544000
"-- ending hand #2 --",2023-02-17T22:40:13.059Z,167667361305902
"""teddye @ kOMtSCwNxC"" collected 3.60 from pot",2023-02-17T22:40:13.059Z,167667361305901
"Uncalled bet of 7.60 returned to ""teddye @ kOMtSCwNxC""",2023-02-17T22:40:13.059Z,167667361305900
"""dk @ IB1rRLac0F"" folds",2023-02-17T22:40:12.241Z,167667361224100
"""teddye @ kOMtSCwNxC"" bets 7.60 and go all in",2023-02-17T22:40:07.455Z,167667360745500
"Turn: 4♣, 2♦, K♦ [7♦]",2023-02-17T22:40:04.706Z,167667360470600
"""dk @ IB1rRLac0F"" calls 1.20",2023-02-17T22:40:03.876Z,167667360387600
"""teddye @ kOMtSCwNxC"" bets 1.20",2023-02-17T22:40:00.854Z,167667360085400
"Flop:  [4♣, 2♦, K♦]",2023-02-17T22:39:58.251Z,167667359825100
"""teddye @ kOMtSCwNxC"" calls 0.60",2023-02-17T22:39:57.437Z,167667359743700
"""dk @ IB1rRLac0F"" raises to 0.60",2023-02-17T22:39:56.519Z,167667359651900
"""teddye @ kOMtSCwNxC"" posts a big blind of 0.20",2023-02-17T22:39:53.295Z,167667359329505
"""dk @ IB1rRLac0F"" posts a small blind of 0.10",2023-02-17T22:39:53.295Z,167667359329504
"Player stacks: #1 ""teddye @ kOMtSCwNxC"" (9.40) | #10 ""dk @ IB1rRLac0F"" (10.60)",2023-02-17T22:39:53.295Z,167667359329501
"-- starting hand #2 (id: r7un5zfl2kte)  (No Limit Texas Hold'em) (dealer: ""dk @ IB1rRLac0F"") --",2023-02-17T22:39:53.295Z,167667359329500
"""teddye @ kOMtSCwNxC"" shows a 8♣, 3♣.",2023-02-17T22:39:49.218Z,167667358921800
"""dk @ IB1rRLac0F"" shows a 6♠, 4♥.",2023-02-17T22:39:48.288Z,167667358828800
"-- ending hand #1 --",2023-02-17T22:39:45.993Z,167667358599302
"""dk @ IB1rRLac0F"" collected 1.20 from pot",2023-02-17T22:39:45.993Z,167667358599301
"Uncalled bet of 1.20 returned to ""dk @ IB1rRLac0F""",2023-02-17T22:39:45.993Z,167667358599300
"""teddye @ kOMtSCwNxC"" folds",2023-02-17T22:39:45.113Z,167667358511300
"""dk @ IB1rRLac0F"" bets 1.20",2023-02-17T22:39:44.107Z,167667358410700
"Flop:  [Q♠, 4♠, 2♠]",2023-02-17T22:39:41.791Z,167667358179100
"""teddye @ kOMtSCwNxC"" calls 0.60",2023-02-17T22:39:40.938Z,167667358093800
"""dk @ IB1rRLac0F"" raises to 0.60",2023-02-17T22:39:40.047Z,167667358004700
"""teddye @ kOMtSCwNxC"" calls 0.20",2023-02-17T22:39:37.394Z,167667357739400
"""dk @ IB1rRLac0F"" posts a big blind of 0.20",2023-02-17T22:39:36.062Z,167667357606207
"""teddye @ kOMtSCwNxC"" posts a small blind of 0.10",2023-02-17T22:39:36.062Z,167667357606206
"Player stacks: #1 ""teddye @ kOMtSCwNxC"" (10.00) | #10 ""dk @ IB1rRLac0F"" (10.00)",2023-02-17T22:39:36.062Z,167667357606203
"The player ""dk @ IB1rRLac0F"" joined the game with a stack of 10.00.",2023-02-17T22:39:36.062Z,167667357606202
"The player ""teddye @ kOMtSCwNxC"" joined the game with a stack of 10.00.",2023-02-17T22:39:36.062Z,167667357606201
"-- starting hand #1 (id: sshmgrmjibzr)  (No Limit Texas Hold'em) (dealer: ""teddye @ kOMtSCwNxC"") --",2023-02-17T22:39:36.062Z,167667357606200
"The admin approved the player ""dk @ IB1rRLac0F"" participation with a stack of 10.00.",2023-02-17T22:39:26.353Z,167667356635300
"The player ""dk @ IB1rRLac0F"" requested a seat.",2023-02-17T22:38:58.259Z,167667353825900
"The admin approved the player ""teddye @ kOMtSCwNxC"" participation with a stack of 1000.",2023-02-17T22:33:21.275Z,167667320127501
"The player ""teddye @ kOMtSCwNxC"" requested a seat.",2023-02-17T22:33:21.275Z,167667320127500
