entry,at,order
"Turn: 5♣, Q♠, 7♦ [K♥]",2023-02-17T22:48:09.379Z,167667408937900
"""dk @ IB1rRLac0F"" checks",2023-02-17T22:48:08.464Z,167667408846400
"""teddye @ kOMtSCwNxC"" checks",2023-02-17T22:48:07.536Z,167667408753600
"Flop:  [5♣, Q♠, 7♦]",2023-02-17T22:48:03.774Z,167667408377400
"""teddye @ kOMtSCwNxC"" calls 0.60",2023-02-17T22:48:02.905Z,167667408290500
"""dk @ IB1rRLac0F"" raises to 0.60",2023-02-17T22:48:01.429Z,167667408142900
"""teddye @ kOMtSCwNxC"" posts a big blind of 0.20",2023-02-17T22:47:59.579Z,167667407957905
"""dk @ IB1rRLac0F"" posts a small blind of 0.10",2023-02-17T22:47:59.579Z,167667407957904
"Player stacks: #1 ""teddye @ kOMtSCwNxC"" (34.60) | #10 ""dk @ IB1rRLac0F"" (45.40)",2023-02-17T22:47:59.579Z,167667407957901
"-- starting hand #17 (id: vaooytfxohuv)  (No Limit Texas Hold'em) (dealer: ""dk @ IB1rRLac0F"") --",2023-02-17T22:47:59.579Z,167667407957900
"-- ending hand #16 --",2023-02-17T22:47:53.569Z,167667407356903
"""teddye @ kOMtSCwNxC"" shows a 5♠, J♥.",2023-02-17T22:47:53.569Z,167667407356902
"""dk @ IB1rRLac0F"" collected 2.40 from pot with Two Pair, 9's & 8's (combination: 9♠, 9♣, 8♥, 8♣, Q♠)",2023-02-17T22:47:53.569Z,167667407356901
"""dk @ IB1rRLac0F"" shows a 9♠, 3♣.",2023-02-17T22:47:53.569Z,167667407356900
"""dk @ IB1rRLac0F"" calls 0.80",2023-02-17T22:47:52.718Z,167667407271800
"""teddye @ kOMtSCwNxC"" bets 0.80",2023-02-17T22:47:51.369Z,167667407136900
"""dk @ IB1rRLac0F"" checks",2023-02-17T22:47:49.250Z,167667406925000
"River: 9♣, Q♠, 5♣, 8♥ [8♣]",2023-02-17T22:47:46.448Z,167667406644800
"""teddye @ kOMtSCwNxC"" checks",2023-02-17T22:47:45.601Z,167667406560100
"""dk @ IB1rRLac0F"" checks",2023-02-17T22:47:44.758Z,167667406475800
"Turn: 9♣, Q♠, 5♣ [8♥]",2023-02-17T22:47:44.166Z,167667406416600
"""dk @ IB1rRLac0F"" calls 0.20",2023-02-17T22:47:43.335Z,167667406333500
"""teddye @ kOMtSCwNxC"" bets 0.20",2023-02-17T22:47:41.029Z,167667406102900
"""dk @ IB1rRLac0F"" checks",2023-02-17T22:47:21.728Z,167667404172800
"Flop:  [9♣, Q♠, 5♣]",2023-02-17T22:47:20.021Z,167667404002100
"""dk @ IB1rRLac0F"" checks",2023-02-17T22:47:19.207Z,167667403920700
"""teddye @ kOMtSCwNxC"" calls 0.20",2023-02-17T22:47:18.237Z,167667403823700
"""dk @ IB1rRLac0F"" posts a big blind of 0.20",2023-02-17T22:47:17.348Z,167667403734805
"""teddye @ kOMtSCwNxC"" posts a small blind of 0.10",2023-02-17T22:47:17.348Z,167667403734804
"Player stacks: #1 ""teddye @ kOMtSCwNxC"" (35.80) | #10 ""dk @ IB1rRLac0F"" (44.20)",2023-02-17T22:47:17.348Z,167667403734801
"-- starting hand #16 (id: shwdxuv69vy4)  (No Limit Texas Hold'em) (dealer: ""teddye @ kOMtSCwNxC"") --",2023-02-17T22:47:17.348Z,167667403734800
"-- ending hand #15 --",2023-02-17T22:47:11.418Z,167667403141802
"""teddye @ kOMtSCwNxC"" collected 1.20 from pot",2023-02-17T22:47:11.418Z,167667403141801
"Uncalled bet of 1.20 returned to ""teddye @ kOMtSCwNxC""",2023-02-17T22:47:11.418Z,167667403141800
"""dk @ IB1rRLac0F"" folds",2023-02-17T22:47:10.605Z,167667403060500
"""teddye @ kOMtSCwNxC"" bets 1.20",2023-02-17T22:47:09.641Z,167667402964100
"Flop:  [4♥, 6♥, 9♥]",2023-02-17T22:47:06.942Z,167667402694200
"""teddye @ kOMtSCwNxC"" calls 0.60",2023-02-17T22:47:06.083Z,167667402608300
"""dk @ IB1rRLac0F"" raises to 0.60",2023-02-17T22:47:04.965Z,167667402496500
"""teddye @ kOMtSCwNxC"" posts a big blind of 0.20",2023-02-17T22:47:02.757Z,167667402275705
"""dk @ IB1rRLac0F"" posts a small blind of 0.10",2023-02-17T22:47:02.757Z,167667402275704
"Player stacks: #1 ""teddye @ kOMtSCwNxC"" (35.20) | #10 ""dk @ IB1rRLac0F"" (44.80)",2023-02-17T22:47:02.757Z,167667402275701
"-- starting hand #15 (id: fcrc5xevrttx)  (No Limit Texas Hold'em) (dealer: ""dk @ IB1rRLac0F"") --",2023-02-17T22:47:02.757Z,167667402275700
"-- ending hand #14 --",2023-02-17T22:46:56.733Z,167667401673303
"""teddye @ kOMtSCwNxC"" shows a 4♣, 7♦.",2023-02-17T22:46:56.733Z,167667401673302
"""dk @ IB1rRLac0F"" collected 10.80 from pot with Pair, 9's (combination: 9♦, 9♠, K♠, Q♦, 8♥)",2023-02-17T22:46:56.733Z,167667401673301
"""dk @ IB1rRLac0F"" shows a K♠, 9♦.",2023-02-17T22:46:56.733Z,167667401673300
"""dk @ IB1rRLac0F"" calls 3.60",2023-02-17T22:46:55.884Z,167667401588400
"""teddye @ kOMtSCwNxC"" bets 3.60",2023-02-17T22:46:52.381Z,167667401238100
"""dk @ IB1rRLac0F"" checks",2023-02-17T22:46:50.334Z,167667401033400
"River: 8♥, 5♣, 7♣, Q♦ [9♠]",2023-02-17T22:46:48.704Z,167667400870400
"""teddye @ kOMtSCwNxC"" calls 1.20",2023-02-17T22:46:47.859Z,167667400785900
"""dk @ IB1rRLac0F"" bets 1.20",2023-02-17T22:46:46.870Z,167667400687000
"Turn: 8♥, 5♣, 7♣ [Q♦]",2023-02-17T22:46:44.130Z,167667400413000
"""teddye @ kOMtSCwNxC"" calls 0.40",2023-02-17T22:46:43.313Z,167667400331300
"""dk @ IB1rRLac0F"" bets 0.40",2023-02-17T22:46:40.593Z,167667400059300
"Flop:  [8♥, 5♣, 7♣]",2023-02-17T22:46:39.300Z,167667399930000
"""dk @ IB1rRLac0F"" checks",2023-02-17T22:46:38.470Z,167667399847000
"""teddye @ kOMtSCwNxC"" calls 0.20",2023-02-17T22:46:34.366Z,167667399436600
"""dk @ IB1rRLac0F"" posts a big blind of 0.20",2023-02-17T22:46:26.799Z,167667398679905
"""teddye @ kOMtSCwNxC"" posts a small blind of 0.10",2023-02-17T22:46:26.799Z,167667398679904
"Player stacks: #1 ""teddye @ kOMtSCwNxC"" (40.60) | #10 ""dk @ IB1rRLac0F"" (39.40)",2023-02-17T22:46:26.799Z,167667398679901
"-- starting hand #14 (id: 2p6muh4x7wxa)  (No Limit Texas Hold'em) (dealer: ""teddye @ kOMtSCwNxC"") --",2023-02-17T22:46:26.799Z,167667398679900
"-- ending hand #13 --",2023-02-17T22:46:20.891Z,167667398089102
"""teddye @ kOMtSCwNxC"" collected 1.20 from pot",2023-02-17T22:46:20.891Z,167667398089101
"Uncalled bet of 1.20 returned to ""teddye @ kOMtSCwNxC""",2023-02-17T22:46:20.891Z,167667398089100
"""dk @ IB1rRLac0F"" folds",2023-02-17T22:46:20.011Z,167667398001100
"""teddye @ kOMtSCwNxC"" bets 1.20",2023-02-17T22:46:18.909Z,167667397890900
"Turn: 3♠, A♥, 6♥ [5♠]",2023-02-17T22:46:16.593Z,167667397659300
"""dk @ IB1rRLac0F"" checks",2023-02-17T22:46:15.719Z,167667397571900
"""teddye @ kOMtSCwNxC"" checks",2023-02-17T22:46:14.727Z,167667397472700
"Flop:  [3♠, A♥, 6♥]",2023-02-17T22:46:12.316Z,167667397231600
"""teddye @ kOMtSCwNxC"" calls 0.60",2023-02-17T22:46:11.499Z,167667397149900
"""dk @ IB1rRLac0F"" raises to 0.60",2023-02-17T22:46:10.481Z,167667397048100
"""teddye @ kOMtSCwNxC"" posts a big blind of 0.20",2023-02-17T22:46:07.694Z,167667396769407
"""dk @ IB1rRLac0F"" posts a small blind of 0.10",2023-02-17T22:46:07.694Z,167667396769406
"Player stacks: #1 ""teddye @ kOMtSCwNxC"" (40.00) | #10 ""dk @ IB1rRLac0F"" (40.00)",2023-02-17T22:46:07.694Z,167667396769403
"The player ""dk @ IB1rRLac0F"" joined the game with a stack of 40.00.",2023-02-17T22:46:07.694Z,167667396769402
"The player ""teddye @ kOMtSCwNxC"" joined the game with a stack of 40.00.",2023-02-17T22:46:07.694Z,167667396769401
"-- starting hand #13 (id: dn4rbyvpkser)  (No Limit Texas Hold'em) (dealer: ""dk @ IB1rRLac0F"") --",2023-02-17T22:46:07.694Z,167667396769400
"The admin approved the player ""dk @ IB1rRLac0F"" participation with a stack of 40.00.",2023-02-17T22:46:05.408Z,167667396540800
"The player ""dk @ IB1rRLac0F"" requested a seat.",2023-02-17T22:46:02.652Z,167667396265200
"The player ""dk @ IB1rRLac0F"" quits the game with a stack of 0.00.",2023-02-17T22:45:58.987Z,167667395898700
"-- ending hand #12 --",2023-02-17T22:45:52.982Z,167667395298201
"""teddye @ kOMtSCwNxC"" collected 1.60 from pot with Pair, 9's (combination: 9♣, 9♥, A♥, K♦, Q♣)",2023-02-17T22:45:52.982Z,167667395298200
"River: K♦, 6♥, A♥, Q♣ [9♥]",2023-02-17T22:45:48.905Z,167667394890500
"Turn: K♦, 6♥, A♥ [Q♣]",2023-02-17T22:45:44.860Z,167667394486000
"Flop:  [K♦, 6♥, A♥]",2023-02-17T22:45:40.853Z,167667394085300
"""dk @ IB1rRLac0F"" shows a 5♠, 10♣.",2023-02-17T22:45:36.773Z,167667393677301
"""teddye @ kOMtSCwNxC"" shows a 10♥, 9♣.",2023-02-17T22:45:36.773Z,167667393677300
"Some players choose to not run it twice.",2023-02-17T22:45:35.970Z,167667393597001
"""dk @ IB1rRLac0F"" chooses to not run it twice.",2023-02-17T22:45:35.970Z,167667393597000
"Remaining players decide whether to run it twice.",2023-02-17T22:45:35.407Z,167667393540701
"""teddye @ kOMtSCwNxC"" calls 0.80",2023-02-17T22:45:35.407Z,167667393540700
"""dk @ IB1rRLac0F"" raises to 0.80 and go all in",2023-02-17T22:45:34.451Z,167667393445100
"""teddye @ kOMtSCwNxC"" calls 0.20",2023-02-17T22:45:31.359Z,167667393135900
"""dk @ IB1rRLac0F"" posts a big blind of 0.20",2023-02-17T22:45:30.371Z,167667393037105
"""teddye @ kOMtSCwNxC"" posts a small blind of 0.10",2023-02-17T22:45:30.371Z,167667393037104
"Player stacks: #1 ""teddye @ kOMtSCwNxC"" (39.20) | #10 ""dk @ IB1rRLac0F"" (0.80)",2023-02-17T22:45:30.371Z,167667393037101
"-- starting hand #12 (id: aasxum6jngow)  (No Limit Texas Hold'em) (dealer: ""teddye @ kOMtSCwNxC"") --",2023-02-17T22:45:30.371Z,167667393037100
"""dk @ IB1rRLac0F"" shows a J♣, J♦.",2023-02-17T22:45:24.851Z,167667392485100
"-- ending hand #11 --",2023-02-17T22:45:23.835Z,167667392383502
"""teddye @ kOMtSCwNxC"" collected 32.40 from pot with Two Pair, 8's & 2's (combination: 8♦, 8♠, 2♣, 2♦, Q♦)",2023-02-17T22:45:23.835Z,167667392383501
"""teddye @ kOMtSCwNxC"" shows a 2♣, 8♦.",2023-02-17T22:45:23.835Z,167667392383500
"""dk @ IB1rRLac0F"" calls 10.80",2023-02-17T22:45:22.999Z,167667392299900
"""teddye @ kOMtSCwNxC"" bets 10.80",2023-02-17T22:45:21.649Z,167667392164900
"River: Q♦, 3♠, 6♠, 2♦ [8♠]",2023-02-17T22:45:19.365Z,167667391936500
"""dk @ IB1rRLac0F"" calls 3.60",2023-02-17T22:45:18.554Z,167667391855400
"""teddye @ kOMtSCwNxC"" bets 3.60",2023-02-17T22:45:17.415Z,167667391741500
"Turn: Q♦, 3♠, 6♠ [2♦]",2023-02-17T22:45:14.429Z,167667391442900
"""teddye @ kOMtSCwNxC"" calls 1.20",2023-02-17T22:45:13.592Z,167667391359200
"""dk @ IB1rRLac0F"" bets 1.20",2023-02-17T22:45:12.376Z,167667391237600
"""teddye @ kOMtSCwNxC"" checks",2023-02-17T22:45:10.046Z,167667391004600
"Flop:  [Q♦, 3♠, 6♠]",2023-02-17T22:45:08.686Z,167667390868600
"""teddye @ kOMtSCwNxC"" calls 0.60",2023-02-17T22:45:07.860Z,167667390786000
"""dk @ IB1rRLac0F"" raises to 0.60",2023-02-17T22:45:07.007Z,167667390700700
"""teddye @ kOMtSCwNxC"" posts a big blind of 0.20",2023-02-17T22:45:04.560Z,167667390456005
"""dk @ IB1rRLac0F"" posts a small blind of 0.10",2023-02-17T22:45:04.560Z,167667390456004
"Player stacks: #1 ""teddye @ kOMtSCwNxC"" (23.00) | #10 ""dk @ IB1rRLac0F"" (17.00)",2023-02-17T22:45:04.560Z,167667390456001
"-- starting hand #11 (id: zw0emtshacnc)  (No Limit Texas Hold'em) (dealer: ""dk @ IB1rRLac0F"") --",2023-02-17T22:45:04.560Z,167667390456000
"-- ending hand #10 --",2023-02-17T22:44:58.542Z,167667389854202
"""dk @ IB1rRLac0F"" collected 3.60 from pot with Three of a Kind, 7's (combination: 7♠, 7♦, 7♥, Q♣, 9♠)",2023-02-17T22:44:58.542Z,167667389854201
"""dk @ IB1rRLac0F"" shows a 5♦, Q♣.",2023-02-17T22:44:58.542Z,167667389854200
"""teddye @ kOMtSCwNxC"" checks",2023-02-17T22:44:57.695Z,167667389769500
"""dk @ IB1rRLac0F"" checks",2023-02-17T22:44:56.770Z,167667389677000
"River: 9♠, 7♠, 7♦, 7♥ [2♦]",2023-02-17T22:44:55.685Z,167667389568500
"""teddye @ kOMtSCwNxC"" calls 1.20",2023-02-17T22:44:54.838Z,167667389483800
"""dk @ IB1rRLac0F"" bets 1.20",2023-02-17T22:44:53.944Z,167667389394400
"Turn: 9♠, 7♠, 7♦ [7♥]",2023-02-17T22:44:51.883Z,167667389188300
"""teddye @ kOMtSCwNxC"" calls 0.40",2023-02-17T22:44:51.071Z,167667389107100
"""dk @ IB1rRLac0F"" bets 0.40",2023-02-17T22:44:48.883Z,167667388888300
"Flop:  [9♠, 7♠, 7♦]",2023-02-17T22:44:45.799Z,167667388579900
"""dk @ IB1rRLac0F"" checks",2023-02-17T22:44:44.986Z,167667388498600
"""teddye @ kOMtSCwNxC"" calls 0.20",2023-02-17T22:44:41.324Z,167667388132400
"""dk @ IB1rRLac0F"" posts a big blind of 0.20",2023-02-17T22:44:40.475Z,167667388047505
"""teddye @ kOMtSCwNxC"" posts a small blind of 0.10",2023-02-17T22:44:40.475Z,167667388047504
"Player stacks: #1 ""teddye @ kOMtSCwNxC"" (24.80) | #10 ""dk @ IB1rRLac0F"" (15.20)",2023-02-17T22:44:40.475Z,167667388047501
"-- starting hand #10 (id: iholrnyg2p9v)  (No Limit Texas Hold'em) (dealer: ""teddye @ kOMtSCwNxC"") --",2023-02-17T22:44:40.475Z,167667388047500
"-- ending hand #9 --",2023-02-17T22:44:34.529Z,167667387452902
"""dk @ IB1rRLac0F"" collected 1.20 from pot",2023-02-17T22:44:34.529Z,167667387452901
"Uncalled bet of 1.20 returned to ""dk @ IB1rRLac0F""",2023-02-17T22:44:34.529Z,167667387452900
"""teddye @ kOMtSCwNxC"" folds",2023-02-17T22:44:33.722Z,167667387372200
"""dk @ IB1rRLac0F"" bets 1.20",2023-02-17T22:44:32.741Z,167667387274100
"""teddye @ kOMtSCwNxC"" checks",2023-02-17T22:44:30.216Z,167667387021600
"Flop:  [10♠, 5♦, K♠]",2023-02-17T22:44:28.725Z,167667386872500
"""teddye @ kOMtSCwNxC"" calls 0.60",2023-02-17T22:44:27.901Z,167667386790100
"""dk @ IB1rRLac0F"" raises to 0.60",2023-02-17T22:44:26.796Z,167667386679600
"""teddye @ kOMtSCwNxC"" posts a big blind of 0.20",2023-02-17T22:44:24.522Z,167667386452205
"""dk @ IB1rRLac0F"" posts a small blind of 0.10",2023-02-17T22:44:24.522Z,167667386452204
"Player stacks: #1 ""teddye @ kOMtSCwNxC"" (25.40) | #10 ""dk @ IB1rRLac0F"" (14.60)",2023-02-17T22:44:24.522Z,167667386452201
"-- starting hand #9 (id: gmqnum2unbv1)  (No Limit Texas Hold'em) (dealer: ""dk @ IB1rRLac0F"") --",2023-02-17T22:44:24.522Z,167667386452200
"""teddye @ kOMtSCwNxC"" shows a K♥, 10♦.",2023-02-17T22:44:21.430Z,167667386143000
"""dk @ IB1rRLac0F"" shows a 10♠, Q♠.",2023-02-17T22:44:20.712Z,167667386071200
"-- ending hand #8 --",2023-02-17T22:44:20.197Z,167667386019702
"""teddye @ kOMtSCwNxC"" collected 10.80 from pot",2023-02-17T22:44:20.197Z,167667386019701
"Uncalled bet of 10.80 returned to ""teddye @ kOMtSCwNxC""",2023-02-17T22:44:20.197Z,167667386019700
"""dk @ IB1rRLac0F"" folds",2023-02-17T22:44:19.313Z,167667385931300
"""teddye @ kOMtSCwNxC"" bets 10.80",2023-02-17T22:44:18.300Z,167667385830000
"""dk @ IB1rRLac0F"" checks",2023-02-17T22:44:16.200Z,167667385620000
"River: 2♣, K♣, 7♠, 3♣ [7♥]",2023-02-17T22:44:15.467Z,167667385546700
"""teddye @ kOMtSCwNxC"" calls 3.60",2023-02-17T22:44:14.627Z,167667385462700
"""dk @ IB1rRLac0F"" bets 3.60",2023-02-17T22:44:13.688Z,167667385368800
"Turn: 2♣, K♣, 7♠ [3♣]",2023-02-17T22:44:11.063Z,167667385106300
"""teddye @ kOMtSCwNxC"" calls 1.20",2023-02-17T22:44:10.191Z,167667385019100
"""dk @ IB1rRLac0F"" bets 1.20",2023-02-17T22:44:09.166Z,167667384916600
"Flop:  [2♣, K♣, 7♠]",2023-02-17T22:44:07.261Z,167667384726100
"""teddye @ kOMtSCwNxC"" calls 0.60",2023-02-17T22:44:06.386Z,167667384638600
"""dk @ IB1rRLac0F"" raises to 0.60",2023-02-17T22:44:05.419Z,167667384541900
"""teddye @ kOMtSCwNxC"" calls 0.20",2023-02-17T22:44:03.002Z,167667384300200
"""dk @ IB1rRLac0F"" posts a big blind of 0.20",2023-02-17T22:44:01.387Z,167667384138707
"""teddye @ kOMtSCwNxC"" posts a small blind of 0.10",2023-02-17T22:44:01.387Z,167667384138706
"Player stacks: #1 ""teddye @ kOMtSCwNxC"" (20.00) | #10 ""dk @ IB1rRLac0F"" (20.00)",2023-02-17T22:44:01.387Z,167667384138703
"The player ""dk @ IB1rRLac0F"" joined the game with a stack of 20.00.",2023-02-17T22:44:01.387Z,167667384138702
"The player ""teddye @ kOMtSCwNxC"" joined the game with a stack of 20.00.",2023-02-17T22:44:01.387Z,167667384138701
"-- starting hand #8 (id: 55fvmzerxsob)  (No Limit Texas Hold'em) (dealer: ""teddye @ kOMtSCwNxC"") --",2023-02-17T22:44:01.387Z,167667384138700
"The admin approved the player ""teddye @ kOMtSCwNxC"" participation with a stack of 20.00.",2023-02-17T22:43:59.081Z,167667383908101
"The player ""teddye @ kOMtSCwNxC"" requested a seat.",2023-02-17T22:43:59.081Z,167667383908100
"The player ""teddye @ kOMtSCwNxC"" quits the game with a stack of 0.00.",2023-02-17T22:43:54.649Z,167667383464900
"-- ending hand #7 --",2023-02-17T22:43:48.640Z,167667382864001
"""dk @ IB1rRLac0F"" collected 4.80 from pot with Straight, 6 High (combination: 6♣, 5♣, 4♦, 3♥, 2♣)",2023-02-17T22:43:48.640Z,167667382864000
"River: 3♥, 4♦, 6♣, K♣ [8♥]",2023-02-17T22:43:44.570Z,167667382457000
"Turn: 3♥, 4♦, 6♣ [K♣]",2023-02-17T22:43:40.482Z,167667382048200
"""dk @ IB1rRLac0F"" shows a 5♣, 2♣.",2023-02-17T22:43:36.458Z,167667381645800
"""teddye @ kOMtSCwNxC"" shows a 8♠, 5♥.",2023-02-17T22:43:35.811Z,167667381581100
"Some players choose to not run it twice.",2023-02-17T22:43:35.652Z,167667381565201
"""dk @ IB1rRLac0F"" chooses to not run it twice.",2023-02-17T22:43:35.652Z,167667381565200
"Remaining players decide whether to run it twice.",2023-02-17T22:43:35.037Z,167667381503701
"""dk @ IB1rRLac0F"" calls 2.20",2023-02-17T22:43:35.037Z,167667381503700
"""teddye @ kOMtSCwNxC"" bets 2.20 and go all in",2023-02-17T22:43:33.998Z,167667381399800
"Flop:  [3♥, 4♦, 6♣]",2023-02-17T22:43:31.624Z,167667381162400
"""teddye @ kOMtSCwNxC"" checks",2023-02-17T22:43:30.799Z,167667381079900
"""dk @ IB1rRLac0F"" calls 0.20",2023-02-17T22:43:29.857Z,167667380985700
"""teddye @ kOMtSCwNxC"" posts a big blind of 0.20",2023-02-17T22:43:28.368Z,167667380836807
"""dk @ IB1rRLac0F"" posts a small blind of 0.10",2023-02-17T22:43:28.368Z,167667380836806
"Player stacks: #1 ""teddye @ kOMtSCwNxC"" (2.40) | #10 ""dk @ IB1rRLac0F"" (17.60)",2023-02-17T22:43:28.368Z,167667380836803
"The player ""dk @ IB1rRLac0F"" joined the game with a stack of 17.60.",2023-02-17T22:43:28.368Z,167667380836802
"The player ""teddye @ kOMtSCwNxC"" joined the game with a stack of 2.40.",2023-02-17T22:43:28.368Z,167667380836801
"-- starting hand #7 (id: 3lbswe1qdysc)  (No Limit Texas Hold'em) (dealer: ""dk @ IB1rRLac0F"") --",2023-02-17T22:43:28.368Z,167667380836800
"The player ""teddye @ kOMtSCwNxC"" sit back with the stack of 2.40.",2023-02-17T22:43:27.261Z,167667380726100
"The player ""teddye @ kOMtSCwNxC"" stand up with the stack of 2.40.",2023-02-17T22:42:38.021Z,167667375802100
"-- ending hand #6 --",2023-02-17T22:42:30.017Z,167667375001702
"""dk @ IB1rRLac0F"" collected 8.80 from pot with Two Pair, J's & 4's on the second run  (combination: J♣, J♥, 4♠, 4♦, 9♦)",2023-02-17T22:42:30.017Z,167667375001701
"""dk @ IB1rRLac0F"" collected 8.80 from pot with Pair, J's (combination: J♣, J♥, 8♦, 7♥, 6♣)",2023-02-17T22:42:30.017Z,167667375001700
"River (second run): 4♠, 2♠, J♥, 4♦ [9♦]",2023-02-17T22:42:25.964Z,167667374596400
"Turn (second run): 4♠, 2♠, J♥ [4♦]",2023-02-17T22:42:21.960Z,167667374196000
"River: 4♠, 2♠, J♥, 8♦ [6♣]",2023-02-17T22:42:17.916Z,167667373791600
"Turn: 4♠, 2♠, J♥ [8♦]",2023-02-17T22:42:13.907Z,167667373390700
"""dk @ IB1rRLac0F"" shows a J♣, 7♥.",2023-02-17T22:42:09.902Z,167667372990201
"""teddye @ kOMtSCwNxC"" shows a 3♠, 2♥.",2023-02-17T22:42:09.902Z,167667372990200
"All players in hand choose to run it twice.",2023-02-17T22:42:09.030Z,167667372903001
"""dk @ IB1rRLac0F"" chooses to  run it twice.",2023-02-17T22:42:09.030Z,167667372903000
"""teddye @ kOMtSCwNxC"" chooses to  run it twice.",2023-02-17T22:42:08.157Z,167667372815700
"Remaining players decide whether to run it twice.",2023-02-17T22:42:07.199Z,167667372719901
"""dk @ IB1rRLac0F"" calls 8.60 and go all in",2023-02-17T22:42:07.199Z,167667372719900
"""teddye @ kOMtSCwNxC"" raises to 8.60",2023-02-17T22:42:04.851Z,167667372485100
"""dk @ IB1rRLac0F"" raises to 1.60",2023-02-17T22:42:02.408Z,167667372240800
"""teddye @ kOMtSCwNxC"" bets 0.40",2023-02-17T22:41:58.741Z,167667371874100
"Flop:  [4♠, 2♠, J♥]",2023-02-17T22:41:53.134Z,167667371313400
"""teddye @ kOMtSCwNxC"" checks",2023-02-17T22:41:52.295Z,167667371229500
"""dk @ IB1rRLac0F"" calls 0.20",2023-02-17T22:41:50.853Z,167667371085300
"""teddye @ kOMtSCwNxC"" posts a big blind of 0.20",2023-02-17T22:41:49.084Z,167667370908405
"""dk @ IB1rRLac0F"" posts a small blind of 0.10",2023-02-17T22:41:49.084Z,167667370908404
"Player stacks: #1 ""teddye @ kOMtSCwNxC"" (11.20) | #10 ""dk @ IB1rRLac0F"" (8.80)",2023-02-17T22:41:49.084Z,167667370908401
"-- starting hand #6 (id: 9r8kccanfqzz)  (No Limit Texas Hold'em) (dealer: ""dk @ IB1rRLac0F"") --",2023-02-17T22:41:49.084Z,167667370908400
"-- ending hand #5 --",2023-02-17T22:41:43.079Z,167667370307902
"""teddye @ kOMtSCwNxC"" collected 3.60 from pot",2023-02-17T22:41:43.079Z,167667370307901
"Uncalled bet of 3.60 returned to ""teddye @ kOMtSCwNxC""",2023-02-17T22:41:43.079Z,167667370307900
"""dk @ IB1rRLac0F"" folds",2023-02-17T22:41:42.198Z,167667370219800
"""teddye @ kOMtSCwNxC"" bets 3.60",2023-02-17T22:41:40.915Z,167667370091500
"""dk @ IB1rRLac0F"" checks",2023-02-17T22:41:38.801Z,167667369880100
"Turn: A♣, 6♣, 2♥ [5♦]",2023-02-17T22:41:36.874Z,167667369687400
"""teddye @ kOMtSCwNxC"" calls 1.20",2023-02-17T22:41:36.026Z,167667369602600
"""dk @ IB1rRLac0F"" bets 1.20",2023-02-17T22:41:34.595Z,167667369459500
"Flop:  [A♣, 6♣, 2♥]",2023-02-17T22:41:30.162Z,167667369016200
"""teddye @ kOMtSCwNxC"" calls 0.60",2023-02-17T22:41:29.352Z,167667368935200
"""dk @ IB1rRLac0F"" raises to 0.60",2023-02-17T22:41:28.478Z,167667368847800
"""teddye @ kOMtSCwNxC"" calls 0.20",2023-02-17T22:41:25.191Z,167667368519100
"""dk @ IB1rRLac0F"" posts a big blind of 0.20",2023-02-17T22:41:23.915Z,167667368391505
"""teddye @ kOMtSCwNxC"" posts a small blind of 0.10",2023-02-17T22:41:23.915Z,167667368391504
"Player stacks: #1 ""teddye @ kOMtSCwNxC"" (9.40) | #10 ""dk @ IB1rRLac0F"" (10.60)",2023-02-17T22:41:23.915Z,167667368391501
"-- starting hand #5 (id: b9xjy58tv8mv)  (No Limit Texas Hold'em) (dealer: ""teddye @ kOMtSCwNxC"") --",2023-02-17T22:41:23.915Z,167667368391500
"-- ending hand #4 --",2023-02-17T22:41:15.865Z,167667367586502
"""teddye @ kOMtSCwNxC"" collected 9.40 from pot with Three of a Kind, 6's on the second run  (combination: 6♣, 6♠, 6♥, A♠, Q♠)",2023-02-17T22:41:15.865Z,167667367586501
"""dk @ IB1rRLac0F"" collected 9.40 from pot with Full House, 6's over K's (combination: 6♣, 6♠, 6♥, K♠, K♥)",2023-02-17T22:41:15.865Z,167667367586500
"River (second run): 6♣, Q♠, 6♠, 6♥ [9♦]",2023-02-17T22:41:11.849Z,167667367184900
"River: 6♣, Q♠, 6♠, 6♥ [K♥]",2023-02-17T22:41:07.739Z,167667366773900
"""dk @ IB1rRLac0F"" shows a 4♠, K♠.",2023-02-17T22:41:03.707Z,167667366370701
"""teddye @ kOMtSCwNxC"" shows a A♠, 3♣.",2023-02-17T22:41:03.707Z,167667366370700
"All players in hand choose to run it twice.",2023-02-17T22:41:02.876Z,167667366287601
"""dk @ IB1rRLac0F"" chooses to  run it twice.",2023-02-17T22:41:02.876Z,167667366287600
"""teddye @ kOMtSCwNxC"" chooses to  run it twice.",2023-02-17T22:41:01.816Z,167667366181600
"Remaining players decide whether to run it twice.",2023-02-17T22:41:01.021Z,167667366102101
"""dk @ IB1rRLac0F"" calls 7.60",2023-02-17T22:41:01.021Z,167667366102100
"""teddye @ kOMtSCwNxC"" raises to 7.60 and go all in",2023-02-17T22:40:59.386Z,167667365938600
"""dk @ IB1rRLac0F"" bets 3.60",2023-02-17T22:40:57.024Z,167667365702400
"""teddye @ kOMtSCwNxC"" checks",2023-02-17T22:40:54.182Z,167667365418200
"Turn: 6♣, Q♠, 6♠ [6♥]",2023-02-17T22:40:52.332Z,167667365233200
"""dk @ IB1rRLac0F"" calls 1.20",2023-02-17T22:40:51.512Z,167667365151200
